key	province	short_of_province	quarter	gdp
新疆维吾尔自治区_2008A	新疆维吾尔自治区	新疆	2008A	679.76
新疆维吾尔自治区_2008B	新疆维吾尔自治区	新疆	2008B	1590.85
新疆维吾尔自治区_2008C	新疆维吾尔自治区	新疆	2008C	3125.07
新疆维吾尔自治区_2008D	新疆维吾尔自治区	新疆	2008D	4203.41
新疆维吾尔自治区_2009A	新疆维吾尔自治区	新疆	2009A	547.96
新疆维吾尔自治区_2009B	新疆维吾尔自治区	新疆	2009B	1321.45
新疆维吾尔自治区_2009C	新疆维吾尔自治区	新疆	2009C	2824.93
新疆维吾尔自治区_2009D	新疆维吾尔自治区	新疆	2009D	4273.58
新疆维吾尔自治区_2010A	新疆维吾尔自治区	新疆	2010A	744.46
新疆维吾尔自治区_2010B	新疆维吾尔自治区	新疆	2010B	1718.06
新疆维吾尔自治区_2010C	新疆维吾尔自治区	新疆	2010C	3582.76
新疆维吾尔自治区_2010D	新疆维吾尔自治区	新疆	2010D	5418.81
新疆维吾尔自治区_2011A	新疆维吾尔自治区	新疆	2011A	920.5
新疆维吾尔自治区_2011B	新疆维吾尔自治区	新疆	2011B	2187.52
新疆维吾尔自治区_2011C	新疆维吾尔自治区	新疆	2011C	4394.08
新疆维吾尔自治区_2011D	新疆维吾尔自治区	新疆	2011D	6474.54
新疆维吾尔自治区_2012A	新疆维吾尔自治区	新疆	2012A	1048.95
新疆维吾尔自治区_2012B	新疆维吾尔自治区	新疆	2012B	2493.91
新疆维吾尔自治区_2012C	新疆维吾尔自治区	新疆	2012C	4920.69
新疆维吾尔自治区_2012D	新疆维吾尔自治区	新疆	2012D	7466.32
新疆维吾尔自治区_2013A	新疆维吾尔自治区	新疆	2013A	1157.15
新疆维吾尔自治区_2013B	新疆维吾尔自治区	新疆	2013B	2771.06
新疆维吾尔自治区_2013C	新疆维吾尔自治区	新疆	2013C	5451.35
新疆维吾尔自治区_2013D	新疆维吾尔自治区	新疆	2013D	8360.2
新疆维吾尔自治区_2014A	新疆维吾尔自治区	新疆	2014A	1262.25
新疆维吾尔自治区_2014B	新疆维吾尔自治区	新疆	2014B	3007.18
新疆维吾尔自治区_2014C	新疆维吾尔自治区	新疆	2014C	5884.48
新疆维吾尔自治区_2014D	新疆维吾尔自治区	新疆	2014D	9264.1
新疆维吾尔自治区_2015A	新疆维吾尔自治区	新疆	2015A	1209.75
新疆维吾尔自治区_2015B	新疆维吾尔自治区	新疆	2015B	3649.48
新疆维吾尔自治区_2015C	新疆维吾尔自治区	新疆	2015C	6411.4
新疆维吾尔自治区_2015D	新疆维吾尔自治区	新疆	2015D	9324.8
新疆维吾尔自治区_2016A	新疆维吾尔自治区	新疆	2016A	1546.16
新疆维吾尔自治区_2016B	新疆维吾尔自治区	新疆	2016B	3819.98
新疆维吾尔自治区_2016C	新疆维吾尔自治区	新疆	2016C	6717.79
新疆维吾尔自治区_2016D	新疆维吾尔自治区	新疆	2016D	9617.23
新疆维吾尔自治区_2017A	新疆维吾尔自治区	新疆	2017A	1791.85
新疆维吾尔自治区_2017B	新疆维吾尔自治区	新疆	2017B	4362.98
新疆维吾尔自治区_2017C	新疆维吾尔自治区	新疆	2017C	7656.35
新疆维吾尔自治区_2017D	新疆维吾尔自治区	新疆	2017D	10920.09
新疆维吾尔自治区_2018A	新疆维吾尔自治区	新疆	2018A	2020
新疆维吾尔自治区_2018B	新疆维吾尔自治区	新疆	2018B	4892.47
新疆维吾尔自治区_2018C	新疆维吾尔自治区	新疆	2018C	8502.39
云南省_2005A	云南省	云南	2005A	653.4
云南省_2005B	云南省	云南	2005B	1298.45
云南省_2005C	云南省	云南	2005C	2157.85
云南省_2005D	云南省	云南	2005D	3472.34
云南省_2006A	云南省	云南	2006A	766.1
云南省_2006B	云南省	云南	2006B	1670.12
云南省_2006C	云南省	云南	2006C	2668.96
云南省_2006D	云南省	云南	2006D	4001.87
云南省_2007A	云南省	云南	2007A	872.39
云南省_2007B	云南省	云南	2007B	2009.6
云南省_2007C	云南省	云南	2007C	3201.21
云南省_2007D	云南省	云南	2007D	4721.77
云南省_2008A	云南省	云南	2008A	1056.53
云南省_2008B	云南省	云南	2008B	2451.5
云南省_2008C	云南省	云南	2008C	3885.28
云南省_2008D	云南省	云南	2008D	5700.1
云南省_2009A	云南省	云南	2009A	1219.44
云南省_2009B	云南省	云南	2009B	2510.75
云南省_2009C	云南省	云南	2009C	4090.85
云南省_2009D	云南省	云南	2009D	6168.23
云南省_2010A	云南省	云南	2010A	1490.06
云南省_2010B	云南省	云南	2010B	3037.61
云南省_2010C	云南省	云南	2010C	4805.21
云南省_2010D	云南省	云南	2010D	7220.14
云南省_2011A	云南省	云南	2011A	1739.08
云南省_2011B	云南省	云南	2011B	3603.13
云南省_2011C	云南省	云南	2011C	5772.68
云南省_2011D	云南省	云南	2011D	8750.95
云南省_2012A	云南省	云南	2012A	1991.61
云南省_2012B	云南省	云南	2012B	4165.74
云南省_2012C	云南省	云南	2012C	6700.3
云南省_2012D	云南省	云南	2012D	10309.8
云南省_2013A	云南省	云南	2013A	2260.42
云南省_2013B	云南省	云南	2013B	4640.59
云南省_2013C	云南省	云南	2013C	7545.74
云南省_2013D	云南省	云南	2013D	11720.9
云南省_2014A	云南省	云南	2014A	2454.73
云南省_2014B	云南省	云南	2014B	5010.33
云南省_2014C	云南省	云南	2014C	8212.42
云南省_2014D	云南省	云南	2014D	12814.59
云南省_2015A	云南省	云南	2015A	2613.67
云南省_2015B	云南省	云南	2015B	5417.5
云南省_2015C	云南省	云南	2015C	8897.37
云南省_2015D	云南省	云南	2015D	13717.88
云南省_2016A	云南省	云南	2016A	2764.86
云南省_2016B	云南省	云南	2016B	5806.57
云南省_2016C	云南省	云南	2016C	9536.94
云南省_2016D	云南省	云南	2016D	14869.95
云南省_2017A	云南省	云南	2017A	3115.66
云南省_2017B	云南省	云南	2017B	6447.81
云南省_2017C	云南省	云南	2017C	10646.65
云南省_2017D	云南省	云南	2017D	16531.34
云南省_2018A	云南省	云南	2018A	3393.06
云南省_2018B	云南省	云南	2018B	7008.86
云南省_2018C	云南省	云南	2018C	11619.76
浙江省_2005A	浙江省	浙江	2005A	2746.09
浙江省_2005B	浙江省	浙江	2005B	6094
浙江省_2005C	浙江省	浙江	2005C	9016
浙江省_2005D	浙江省	浙江	2005D	13365
浙江省_2006A	浙江省	浙江	2006A	3319.38
浙江省_2006B	浙江省	浙江	2006B	7123.39
浙江省_2006C	浙江省	浙江	2006C	10996.9
浙江省_2006D	浙江省	浙江	2006D	15648.93
浙江省_2007A	浙江省	浙江	2007A	3899.01
浙江省_2007B	浙江省	浙江	2007B	8344.4
浙江省_2007C	浙江省	浙江	2007C	12984.08
浙江省_2007D	浙江省	浙江	2007D	18638.36
浙江省_2008A	浙江省	浙江	2008A	4601.97
浙江省_2008B	浙江省	浙江	2008B	9888.75
浙江省_2008C	浙江省	浙江	2008C	15301.92
浙江省_2008D	浙江省	浙江	2008D	21486.92
浙江省_2009A	浙江省	浙江	2009A	4632.13
浙江省_2009B	浙江省	浙江	2009B	10043.54
浙江省_2009C	浙江省	浙江	2009C	15828.08
浙江省_2009D	浙江省	浙江	2009D	22832.43
浙江省_2010A	浙江省	浙江	2010A	5363.31
浙江省_2010B	浙江省	浙江	2010B	11761.51
浙江省_2010C	浙江省	浙江	2010C	18765.14
浙江省_2010D	浙江省	浙江	2010D	27226.75
浙江省_2011A	浙江省	浙江	2011A	6311.24
浙江省_2011B	浙江省	浙江	2011B	14653.64
浙江省_2011C	浙江省	浙江	2011C	22627.41
浙江省_2011D	浙江省	浙江	2011D	32000.1
浙江省_2012A	浙江省	浙江	2012A	6724.64
浙江省_2012B	浙江省	浙江	2012B	15790.41
浙江省_2012C	浙江省	浙江	2012C	24214.83
浙江省_2012D	浙江省	浙江	2012D	34606.3
浙江省_2013A	浙江省	浙江	2013A	7261.54
浙江省_2013B	浙江省	浙江	2013B	16953.92
浙江省_2013C	浙江省	浙江	2013C	26195.03
浙江省_2013D	浙江省	浙江	2013D	37568.5
浙江省_2014A	浙江省	浙江	2014A	7768.46
浙江省_2014B	浙江省	浙江	2014B	17978.21
浙江省_2014C	浙江省	浙江	2014C	27822.19
浙江省_2014D	浙江省	浙江	2014D	40153.5
浙江省_2015A	浙江省	浙江	2015A	8342.38
浙江省_2015B	浙江省	浙江	2015B	19280.69
浙江省_2015C	浙江省	浙江	2015C	29684.23
浙江省_2015D	浙江省	浙江	2015D	42886.49
浙江省_2016A	浙江省	浙江	2016A	9356.2
浙江省_2016B	浙江省	浙江	2016B	20762.33
浙江省_2016C	浙江省	浙江	2016C	32234.33
浙江省_2016D	浙江省	浙江	2016D	46484.98
浙江省_2017A	浙江省	浙江	2017A	10551.93
浙江省_2017B	浙江省	浙江	2017B	23383.21
浙江省_2017C	浙江省	浙江	2017C	36958.03
浙江省_2017D	浙江省	浙江	2017D	51768.26
浙江省_2018A	浙江省	浙江	2018A	11691.48
浙江省_2018B	浙江省	浙江	2018B	25674.27
浙江省_2018C	浙江省	浙江	2018C	39795.62
重庆市_2005A	重庆市	重庆	2005A	639.9
重庆市_2005B	重庆市	重庆	2005B	1319.22
重庆市_2005C	重庆市	重庆	2005C	2113.89
重庆市_2005D	重庆市	重庆	2005D	3069.1
重庆市_2006A	重庆市	重庆	2006A	697.22
重庆市_2006B	重庆市	重庆	2006B	1468.12
重庆市_2006C	重庆市	重庆	2006C	2320.64
重庆市_2006D	重庆市	重庆	2006D	3486.2
重庆市_2007A	重庆市	重庆	2007A	783.77
重庆市_2007B	重庆市	重庆	2007B	1677.67
重庆市_2007C	重庆市	重庆	2007C	2757.91
重庆市_2007D	重庆市	重庆	2007D	4111.82
重庆市_2008A	重庆市	重庆	2008A	963.77
重庆市_2008B	重庆市	重庆	2008B	2104.76
重庆市_2008C	重庆市	重庆	2008C	3419.56
重庆市_2008D	重庆市	重庆	2008D	5096.66
重庆市_2009A	重庆市	重庆	2009A	1032.2
重庆市_2009B	重庆市	重庆	2009B	2320.47
重庆市_2009C	重庆市	重庆	2009C	3793.38
重庆市_2009D	重庆市	重庆	2009D	6528.72
重庆市_2010A	重庆市	重庆	2010A	1698.85
重庆市_2010B	重庆市	重庆	2010B	3634.61
重庆市_2010C	重庆市	重庆	2010C	5631.67
重庆市_2010D	重庆市	重庆	2010D	7894.24
重庆市_2011A	重庆市	重庆	2011A	2061.11
重庆市_2011B	重庆市	重庆	2011B	4450.37
重庆市_2011C	重庆市	重庆	2011C	7003.73
重庆市_2011D	重庆市	重庆	2011D	10011.13
重庆市_2012A	重庆市	重庆	2012A	2523.87
重庆市_2012B	重庆市	重庆	2012B	5307.19
重庆市_2012C	重庆市	重庆	2012C	8158
重庆市_2012D	重庆市	重庆	2012D	11459
重庆市_2013A	重庆市	重庆	2013A	2725.9
重庆市_2013B	重庆市	重庆	2013B	5840.51
重庆市_2013C	重庆市	重庆	2013C	8637.1
重庆市_2013D	重庆市	重庆	2013D	12656.7
重庆市_2014A	重庆市	重庆	2014A	2982.71
重庆市_2014B	重庆市	重庆	2014B	6440.51
重庆市_2014C	重庆市	重庆	2014C	9500.83
重庆市_2014D	重庆市	重庆	2014D	14265.4
重庆市_2015A	重庆市	重庆	2015A	3306.69
重庆市_2015B	重庆市	重庆	2015B	7237.9
重庆市_2015C	重庆市	重庆	2015C	11252.67
重庆市_2015D	重庆市	重庆	2015D	15719.72
重庆市_2016A	重庆市	重庆	2016A	3772.73
重庆市_2016B	重庆市	重庆	2016B	8000.82
重庆市_2016C	重庆市	重庆	2016C	12505.05
重庆市_2016D	重庆市	重庆	2016D	17558.76
重庆市_2017A	重庆市	重庆	2017A	4306.74
重庆市_2017B	重庆市	重庆	2017B	9143.64
重庆市_2017C	重庆市	重庆	2017C	14309.18
重庆市_2017D	重庆市	重庆	2017D	19500.27
重庆市_2018A	重庆市	重庆	2018A	4661.12
重庆市_2018B	重庆市	重庆	2018B	9821.09
重庆市_2018C	重庆市	重庆	2018C	14773.3
